ubigeo,anio,foncomun_soles
130907,2015,3226528.0
130908,2015,4309162.0
131002,2015,1702201.0
131003,2015,1881040.0
131004,2015,601907.0
131005,2015,806351.0
131006,2015,2992819.0
131007,2015,930189.0
131001,2015,3732288.0
131008,2015,1018790.0
130102,2015,9099977.0
130103,2015,2439942.0
130104,2015,4166209.0
130105,2015,8960986.0
130106,2015,3066839.0
130107,2015,2411633.0
130108,2015,1103028.0
130109,2015,1839372.0
130110,2015,1463314.0
130101,2015,13629386.0
130111,2015,3453877.0
131202,2015,6577293.0
131203,2015,1863141.0
131201,2015,4751025.0
140116,2015,1567142.0
140101,2015,15999404.0
140102,2015,2283573.0
140103,2015,1084128.0
140104,2015,477597.0
140105,2015,11655418.0
140106,2015,5875464.0
140107,2015,1475923.0
140108,2015,2745777.0
140109,2015,702675.0
140110,2015,1598005.0
140117,2015,1982632.0
140111,2015,1044482.0
140112,2015,3348354.0
140118,2015,2004611.0
140119,2015,1171320.0
140113,2015,1408479.0
140114,2015,1068344.0
140115,2015,1479609.0
140120,2015,2317150.0
140202,2015,3441553.0
140201,2015,4776030.0
140203,2015,3586538.0
140204,2015,1134467.0
140205,2015,4690839.0
140206,2015,1802094.0
140302,2015,746602.0
140303,2015,1982682.0
140304,2015,3573720.0
140301,2015,14557266.0
140305,2015,3876453.0
140306,2015,9605929.0
140307,2015,4701499.0
140308,2015,9718178.0
140309,2015,1663537.0
140310,2015,3225010.0
140311,2015,2387940.0
140312,2015,4495714.0
150201,2015,2940078.0
150202,2015,1859981.0
150203,2015,1748919.0
150204,2015,2153793.0
150205,2015,902330.0
150301,2015,332778.0
150302,2015,369600.0
150303,2015,513096.0
150304,2015,369600.0
150305,2015,369600.0
150402,2015,369600.0
150401,2015,647161.0
150403,2015,369600.0
150404,2015,369600.0
150405,2015,369600.0
150406,2015,369600.0
150407,2015,1457712.0
150502,2015,1505599.0
150503,2015,676229.0
150504,2015,1066487.0
150506,2015,525627.0
150505,2015,1775746.0
150507,2015,3989141.0
150508,2015,816736.0
150509,2015,3546803.0
150510,2015,2759065.0
150511,2015,478110.0
150512,2015,1907025.0
150513,2015,681441.0
150514,2015,1475360.0
150501,2015,7297966.0
150515,2015,576962.0
150516,2015,483631.0
150602,2015,369600.0
150603,2015,369600.0
150604,2015,2948302.0
150605,2015,5740483.0
150601,2015,5424767.0
150606,2015,651042.0
150607,2015,369600.0
150608,2015,369600.0
150609,2015,369600.0
150610,2015,412703.0
150611,2015,379912.0
150612,2015,369600.0
150702,2015,369600.0
150703,2015,578278.0
150704,2015,369600.0
150706,2015,369600.0
150705,2015,1210924.0
150707,2015,378333.0
150708,2015,428358.0
150709,2015,369600.0
150710,2015,369600.0
150711,2015,369600.0
150712,2015,369600.0
150713,2015,369600.0
150701,2015,3477483.0
150714,2015,799296.0
150715,2015,369600.0
150716,2015,1117668.0
150717,2015,369600.0
150718,2015,369600.0
150719,2015,369600.0
150720,2015,369600.0
150721,2015,369600.0
150722,2015,753210.0
150723,2015,396107.0
150724,2015,369600.0
150725,2015,369600.0
150726,2015,369600.0
150727,2015,382584.0
150728,2015,1446374.0
150729,2015,369600.0
150730,2015,369600.0
150731,2015,1110340.0
150732,2015,369600.0
150802,2015,791170.0
150803,2015,695034.0
150804,2015,369600.0
150801,2015,5506787.0
150805,2015,2300230.0
150806,2015,3250326.0
150807,2015,514412.0
150808,2015,430081.0
150809,2015,419324.0
150810,2015,2898244.0
150811,2015,2913676.0
150812,2015,2254186.0
150102,2015,6293386.0
150103,2015,42465269.0
150104,2015,1239049.0
150105,2015,1769978.0
150106,2015,30867481.0
150109,2015,9449975.0
150110,2015,16215471.0
150107,2015,2441801.0
150108,2015,14702371.0
150111,2015,4660314.0
150112,2015,6636295.0
150113,2015,1688839.0
150114,2015,3163710.0
150115,2015,5981223.0
150101,2015,116354872.0
150116,2015,1442744.0
150117,2015,8474208.0
150118,2015,27573018.0
150119,2015,11206586.0
150120,2015,1494693.0
150122,2015,1916364.0
150123,2015,26166093.0
150124,2015,3543793.0
150121,2015,1670730.0
150125,2015,47629953.0
150126,2015,3536477.0
150127,2015,3634218.0
150128,2015,4901557.0
150129,2015,2567734.0
150130,2015,1980587.0
150131,2015,1410620.0
150132,2015,53419570.0
150133,2015,13113115.0
150134,2015,1587484.0
150135,2015,24120316.0
150136,2015,2308422.0
150137,2015,5619274.0
150138,2015,1137381.0
150139,2015,3086479.0
150140,2015,5017688.0
150141,2015,1888546.0
150142,2015,22270020.0
150143,2015,26474468.0
150902,2015,369600.0
150903,2015,369600.0
150904,2015,369600.0
150905,2015,369600.0
150901,2015,803997.0
150906,2015,465223.0
151002,2015,369600.0
151003,2015,498515.0
151004,2015,369600.0
151005,2015,369600.0
151006,2015,369600.0
151007,2015,369600.0
151008,2015,369600.0
151010,2015,369600.0
151011,2015,369600.0
151009,2015,369600.0
151012,2015,369600.0
151013,2015,369600.0
151014,2015,369600.0
151015,2015,369600.0
151016,2015,369600.0
151017,2015,369600.0
151018,2015,369600.0
151019,2015,369600.0
151020,2015,369600.0
151021,2015,369600.0
151022,2015,369600.0
151023,2015,369600.0
151024,2015,369600.0
151025,2015,369600.0
151026,2015,369600.0
151027,2015,369600.0
151028,2015,369600.0
151029,2015,369600.0
151030,2015,369600.0
151031,2015,369600.0
151032,2015,417350.0
151033,2015,369600.0
151001,2015,1458166.0
160202,2015,4916063.0
160205,2015,1740027.0
160206,2015,3329356.0
160210,2015,1574940.0
160211,2015,2006508.0
160201,2015,6509553.0
160301,2015,4593411.0
160302,2015,2269075.0
160303,2015,2533457.0
160304,2015,2819640.0
160305,2015,4069397.0
160402,2015,4720659.0
160401,2015,5042815.0
160404,2015,4570499.0
160403,2015,4596157.0
160102,2015,2028548.0
160112,2015,10079751.0
160103,2015,4749282.0
160104,2015,3050936.0
160101,2015,20915377.0
160105,2015,2991849.0
160106,2015,3866363.0
160107,2015,5204458.0
160108,2015,11355572.0
160113,2015,19493449.0
160110,2015,2011827.0
160502,2015,766002.0
160503,2015,1075767.0
160504,2015,2021901.0
160510,2015,1209521.0
160505,2015,2128752.0
160506,2015,1675201.0
160501,2015,4355597.0
160507,2015,1365312.0
160508,2015,384696.0
160509,2015,445212.0
160511,2015,1037922.0
160601,2015,4412594.0
160602,2015,789649.0
160603,2015,2017085.0
160604,2015,2796618.0
160605,2015,4091172.0
160606,2015,1891283.0
160701,2015,4672546.0
160702,2015,2542770.0
160703,2015,3007133.0
160704,2015,3800170.0
160705,2015,2113831.0
160706,2015,3680233.0
160801,2015,839346.0
160802,2015,369600.0
160803,2015,1673909.0
160804,2015,471565.0
170202,2015,577412.0
170204,2015,1233084.0
170203,2015,3199903.0
170201,2015,1498501.0
170302,2015,1592132.0
170301,2015,750498.0
170303,2015,871426.0
170102,2015,2236330.0
170104,2015,1243866.0
170103,2015,1570213.0
170101,2015,3895404.0
180203,2015,369600.0
180202,2015,631053.0
180204,2015,1191242.0
180205,2015,654231.0
180206,2015,399821.0
180207,2015,369600.0
180201,2015,1706879.0
180208,2015,573575.0
180209,2015,369600.0
180210,2015,825296.0
180211,2015,457523.0
180302,2015,369600.0
180301,2015,870324.0
180303,2015,369600.0
180102,2015,834053.0
180103,2015,369600.0
180101,2015,2075697.0
180104,2015,696764.0
180105,2015,518753.0
180106,2015,879232.0
190202,2015,939077.0
190203,2015,711051.0
190204,2015,491025.0
190205,2015,539586.0
190206,2015,5370105.0
190207,2015,840985.0
190208,2015,515326.0
190201,2015,3146443.0
190302,2015,1041978.0
190303,2015,1924327.0
190301,2015,5857140.0
190304,2015,2902349.0
190305,2015,2530829.0
190306,2015,4673720.0
190307,2015,3926687.0
190308,2015,3084202.0
190101,2015,6457735.0
190102,2015,1085861.0
190103,2015,1223655.0
190104,2015,2107074.0
190105,2015,898391.0
190106,2015,1035794.0
190107,2015,4077688.0
190108,2015,1966187.0
190109,2015,1817931.0
190110,2015,2691251.0
190111,2015,969815.0
190112,2015,554864.0
190113,2015,3860625.0
200201,2015,9847545.0
200202,2015,6304246.0
200203,2015,1029114.0
200204,2015,2160368.0
200205,2015,1936690.0
200206,2015,6661215.0
200207,2015,2856381.0
200208,2015,3457395.0
200209,2015,783872.0
200210,2015,3694208.0
200302,2015,2344084.0
200303,2015,3998122.0
200301,2015,8757635.0
200304,2015,10983388.0
200305,2015,1633976.0
200306,2015,2570951.0
200307,2015,2497173.0
200308,2015,3152003.0
200402,2015,1505769.0
200403,2015,2075414.0
200401,2015,6763836.0
200404,2015,2419460.0
200405,2015,2276431.0
200406,2015,1670476.0
200407,2015,1324279.0
200408,2015,990941.0
200409,2015,1683260.0
200410,2015,2144257.0
200502,2015,517189.0
200503,2015,412175.0
200504,2015,1643772.0
200505,2015,1937022.0
200501,2015,4131844.0
200506,2015,762637.0
200507,2015,868534.0
200104,2015,14386955.0
200105,2015,9335108.0
200107,2015,2879823.0
200108,2015,1732161.0
200109,2015,4621128.0
200110,2015,4925816.0
200111,2015,5221323.0
200101,2015,23671150.0
200114,2015,19509470.0
200115,2015,14515666.0
200802,2015,741420.0
200803,2015,1005040.0
200804,2015,736879.0
200806,2015,540123.0
200801,2015,2612189.0
200805,2015,1773788.0
200602,2015,3536406.0
200603,2015,2233682.0
200604,2015,3201287.0
200605,2015,3501765.0
200606,2015,1288438.0
200607,2015,2768030.0
200608,2015,997709.0
200601,2015,8564000.0
200702,2015,646110.0
200703,2015,935128.0
200704,2015,369600.0
200705,2015,767404.0
200706,2015,915950.0
200701,2015,2261434.0
210202,2015,1361223.0
210203,2015,2175597.0
210204,2015,4324113.0
210201,2015,8827501.0
210205,2015,1178762.0
210206,2015,3334686.0
210207,2015,1153422.0
210208,2015,2236624.0
210209,2015,1711347.0
210210,2015,3819369.0
210211,2015,2417642.0
210212,2015,1529064.0
210213,2015,1322752.0
210214,2015,1590882.0
210215,2015,967544.0
210302,2015,687074.0
210303,2015,3043148.0
210304,2015,3674130.0
210305,2015,1175255.0
210306,2015,2045024.0
210307,2015,1953917.0
210301,2015,5930683.0
210308,2015,1484354.0
210309,2015,1290658.0
210310,2015,5462741.0
210402,2015,5293786.0
210403,2015,5881887.0
210401,2015,9070164.0
210404,2015,6227407.0
210405,2015,3717781.0
210406,2015,4267570.0
210407,2015,4945847.0
210502,2015,1041491.0
210505,2015,1399145.0
210501,2015,4719062.0
210503,2015,3057553.0
210504,2015,2303274.0
210602,2015,1281925.0
210601,2015,4004567.0
210603,2015,1161382.0
210604,2015,991557.0
210605,2015,1587320.0
210606,2015,1386194.0
210607,2015,3315843.0
210608,2015,2178644.0
210702,2015,1411874.0
210703,2015,445354.0
210701,2015,3103068.0
210704,2015,710660.0
210705,2015,844564.0
210706,2015,786984.0
210707,2015,1991950.0
210708,2015,1272344.0
210709,2015,1540468.0
210710,2015,985698.0
210802,2015,1153948.0
210801,2015,4432847.0
210803,2015,1039979.0
210804,2015,1077335.0
210805,2015,2077969.0
210806,2015,2624135.0
210807,2015,2780488.0
210808,2015,1761035.0
210809,2015,1288301.0
210902,2015,713278.0
210903,2015,1009580.0
210901,2015,1421892.0
210904,2015,688605.0
210102,2015,5965275.0
210103,2015,1088204.0
210104,2015,1353509.0
210105,2015,2415114.0
210107,2015,1591574.0
210106,2015,1642754.0
210108,2015,2203568.0
210109,2015,1236073.0
210110,2015,1245745.0
210111,2015,1601105.0
210112,2015,1786583.0
210101,2015,10041808.0
210113,2015,1091949.0
210114,2015,683082.0
210115,2015,803530.0
211002,2015,7106401.0
211003,2015,1407601.0
211001,2015,4619630.0
211004,2015,2082534.0
211005,2015,949956.0
211102,2015,1688580.0
211103,2015,2998836.0
211104,2015,1998551.0
211101,2015,9203371.0
211209,2015,2334765.0
211202,2015,1372337.0
211203,2015,1108749.0
211204,2015,1120633.0
211205,2015,1264536.0
211206,2015,783028.0
211207,2015,2739499.0
211210,2015,3691105.0
211201,2015,4496536.0
211208,2015,673607.0
211302,2015,549718.0
211303,2015,1099704.0
211304,2015,370729.0
211305,2015,1168436.0
211306,2015,369600.0
211307,2015,725362.0
211301,2015,2212870.0
220202,2015,2192962.0
220203,2015,4917619.0
220201,2015,3454686.0
220204,2015,879657.0
220205,2015,1804240.0
220206,2015,1438161.0
220302,2015,640171.0
220301,2015,2410801.0
220303,2015,3139946.0
220304,2015,2628849.0
220305,2015,792719.0
220402,2015,807649.0
220403,2015,762910.0
220404,2015,777187.0
220405,2015,565229.0
220401,2015,1303575.0
220406,2015,369600.0
220502,2015,4185205.0
220503,2015,1507883.0
220504,2015,2040894.0
220505,2015,1332482.0
220501,2015,5089057.0
220506,2015,2744743.0
220507,2015,668948.0
220508,2015,618578.0
220509,2015,872323.0
220510,2015,2442981.0
220511,2015,1402336.0
220602,2015,1812325.0
220603,2015,1671756.0
220601,2015,2444391.0
220604,2015,1038154.0
220605,2015,1464898.0
220102,2015,1048030.0
220103,2015,688174.0
220104,2015,4331421.0
220101,2015,6751955.0
220105,2015,5759582.0
220106,2015,1051224.0
220702,2015,771433.0
220703,2015,416993.0
220701,2015,2244645.0
220704,2015,369600.0
220705,2015,529121.0
220706,2015,369600.0
220707,2015,974061.0
220708,2015,2391593.0
220709,2015,928399.0
220710,2015,1039462.0
220802,2015,3286852.0
220803,2015,2921299.0
220804,2015,8019514.0
220805,2015,5483640.0
220806,2015,661315.0
220801,2015,7012855.0
220807,2015,1049940.0
220808,2015,1018766.0
220809,2015,923740.0
220902,2015,369600.0
220903,2015,521230.0
220904,2015,1251604.0
220905,2015,459944.0
220906,2015,624503.0
220907,2015,888586.0
220908,2015,484317.0
220909,2015,4132954.0
220910,2015,2807598.0
220911,2015,526035.0
220912,2015,369600.0
220913,2015,1810183.0
220914,2015,369600.0
220901,2015,5367514.0
221002,2015,2903255.0
221003,2015,3493935.0
221004,2015,591032.0
221001,2015,4002790.0
221005,2015,4067464.0
230202,2015,369600.0
230203,2015,369600.0
230201,2015,374945.0
230204,2015,369600.0
230205,2015,369600.0
230206,2015,369600.0
230302,2015,435106.0
230303,2015,413627.0
230301,2015,263766.0
230102,2015,2254941.0
230103,2015,518104.0
230104,2015,2113054.0
230110,2015,6093249.0
230105,2015,1068532.0
230106,2015,459281.0
230107,2015,528827.0
230108,2015,1374100.0
230109,2015,507348.0
230101,2015,5092285.0
230402,2015,369600.0
230403,2015,369600.0
230404,2015,369600.0
230405,2015,369600.0
230406,2015,369600.0
230401,2015,270619.0
230407,2015,369600.0
230408,2015,369600.0
240202,2015,669868.0
240201,2015,904004.0
240203,2015,1024329.0
240102,2015,2313805.0
240103,2015,1070713.0
240104,2015,1508524.0
240105,2015,1525738.0
240106,2015,759820.0
240101,2015,4151736.0
240302,2015,2657931.0
240303,2015,767900.0
240304,2015,874224.0
240301,2015,1706579.0
250201,2015,3588119.0
250202,2015,2308326.0
250203,2015,2500413.0
250204,2015,1126557.0
250101,2015,17509859.0
250102,2015,4705992.0
250103,2015,4970337.0
250104,2015,5056706.0
250106,2015,2284271.0
250105,2015,15314170.0
250107,2015,12164654.0
250303,2015,2524416.0
250302,2015,2634702.0
250301,2015,3711734.0
250304,2015,2009181.0
250305,2015,1580880.0
250401,2015,329897.0
020000,2015,64131507.0
040000,2015,37647086.0
050000,2015,1048074.0
060000,2015,48422173.0
070000,2015,1275912.0
080000,2015,16827553.0
090000,2015,285088.0
100000,2015,270086.0
110000,2015,18967504.0
120000,2015,2744265.0
130000,2015,56305609.0
150000,2015,8245415.0
150100,2015,1047143.0
160000,2015,67083666.0
180000,2015,37086310.0
190000,2015,7510892.0
200000,2015,85838119.0
210000,2015,19236466.0
220000,2015,156712.0
230000,2015,31771818.0
240000,2015,38210967.0
250000,2015,28466304.0
010202,2016,2614574.0
010201,2016,4033591.0
010203,2016,1497501.0
010204,2016,491325.0
010205,2016,5986133.0
010206,2016,1575349.0
010304,2016,369600.0
010305,2016,369600.0
010302,2016,369600.0
010303,2016,369600.0
010306,2016,1503005.0
010307,2016,1345887.0
010301,2016,1682753.0
010308,2016,369600.0
010309,2016,369600.0
010310,2016,376675.0
010311,2016,369600.0
010312,2016,1833213.0
010402,2016,3301910.0
010401,2016,4278453.0
010403,2016,5207090.0
010102,2016,369600.0
010103,2016,385678.0
010101,2016,2086505.0
010104,2016,369600.0
010105,2016,369600.0
010106,2016,425055.0
010107,2016,369600.0
010108,2016,369600.0
010109,2016,928826.0
010110,2016,720377.0
010111,2016,369600.0
010112,2016,369600.0
010113,2016,369600.0
010114,2016,543998.0
010115,2016,369600.0
010116,2016,369600.0
010117,2016,369600.0
010118,2016,369600.0
010119,2016,369600.0
010120,2016,369600.0
010121,2016,369600.0
010502,2016,1295738.0
010503,2016,673774.0
010504,2016,461760.0
010505,2016,457281.0
010506,2016,369600.0
010501,2016,3015979.0
010507,2016,369600.0
010508,2016,369600.0
010509,2016,868530.0
010510,2016,369600.0
010511,2016,369600.0
010512,2016,914074.0
010513,2016,1031383.0
010514,2016,1549801.0
010515,2016,416225.0
010516,2016,369600.0
010517,2016,369600.0
010518,2016,369600.0
010519,2016,369600.0
010520,2016,487788.0
010521,2016,806788.0
010522,2016,369600.0
010523,2016,369600.0
010603,2016,369600.0
010602,2016,475813.0
010604,2016,527360.0
010605,2016,630191.0
010606,2016,369600.0
010607,2016,369600.0
010608,2016,369600.0
010609,2016,1872247.0
010601,2016,1571256.0
010610,2016,369600.0
010611,2016,369600.0
010612,2016,835875.0
010701,2016,6894197.0
010702,2016,6925958.0
010703,2016,2289280.0
010704,2016,1878696.0
010705,2016,2433774.0
010706,2016,2645256.0
010707,2016,1024183.0
020201,2016,390497.0
020202,2016,460318.0
020203,2016,369600.0
020204,2016,468990.0
020205,2016,369600.0
020302,2016,369600.0
020303,2016,369600.0
020304,2016,369600.0
020301,2016,631611.0
020305,2016,821111.0
020306,2016,369600.0
020402,2016,614609.0
020401,2016,384959.0
020502,2016,369600.0
020503,2016,369600.0
020504,2016,435691.0
020505,2016,369600.0
020506,2016,369600.0
020507,2016,636347.0
020501,2016,1303846.0
020508,2016,1235871.0
020509,2016,405892.0
020510,2016,369600.0
020511,2016,369600.0
020512,2016,369600.0
020513,2016,369600.0
020514,2016,369600.0
020515,2016,369600.0
020602,2016,371598.0
020603,2016,369600.0
020604,2016,369600.0
020605,2016,369600.0
020601,2016,1619680.0
020606,2016,1369255.0
020607,2016,369600.0
020608,2016,467000.0
020609,2016,475992.0
020610,2016,450737.0
020611,2016,497612.0
020701,2016,1549439.0
020702,2016,1228793.0
020703,2016,1602022.0
020802,2016,748882.0
020801,2016,1397146.0
020803,2016,396085.0
020804,2016,1225775.0
020902,2016,369600.0
020903,2016,369600.0
020901,2016,316050.0
020904,2016,505140.0
020905,2016,369600.0
020906,2016,369600.0
020907,2016,369600.0
020102,2016,383010.0
020103,2016,369600.0
020104,2016,470461.0
020101,2016,3906781.0
020105,2016,5769644.0
020106,2016,640626.0
020107,2016,369600.0
020108,2016,417397.0
020109,2016,369600.0
020110,2016,683312.0
020111,2016,636012.0
020112,2016,789193.0
021002,2016,369600.0
021003,2016,478384.0
021004,2016,1475436.0
021005,2016,369600.0
021006,2016,369600.0
021007,2016,585147.0
021008,2016,519103.0
021001,2016,2546184.0
021009,2016,369600.0
021010,2016,369600.0
021011,2016,570957.0
021012,2016,369600.0
021013,2016,369600.0
021014,2016,2261770.0
021015,2016,463897.0
021016,2016,369600.0
021102,2016,369600.0
021103,2016,500959.0
021101,2016,855717.0
021104,2016,369600.0
021105,2016,369600.0
021201,2016,2456459.0
021202,2016,369600.0
021203,2016,394581.0
021204,2016,369600.0
021205,2016,392207.0
021206,2016,1765194.0
021207,2016,1332583.0
021208,2016,1030381.0
021209,2016,369600.0
021210,2016,477267.0
021302,2016,1139770.0
021303,2016,403483.0
021304,2016,649192.0
021307,2016,857427.0
021305,2016,369600.0
021306,2016,1569604.0
021308,2016,369600.0
021301,2016,1550023.0
021402,2016,369600.0
021403,2016,369600.0
021404,2016,369600.0
021405,2016,369600.0
021406,2016,369600.0
021407,2016,369600.0
021401,2016,480741.0
021408,2016,369600.0
021409,2016,391252.0
021410,2016,369600.0
021502,2016,369600.0
021501,2016,1733924.0
021503,2016,1693187.0
021504,2016,369600.0
021505,2016,369600.0
021506,2016,369600.0
021507,2016,369600.0
021508,2016,575095.0
021509,2016,1755729.0
021510,2016,369600.0
021511,2016,740510.0
021602,2016,961639.0
021603,2016,1727648.0
021601,2016,1731345.0
021604,2016,732358.0
021702,2016,568533.0
021703,2016,369600.0
021704,2016,369600.0
021705,2016,369600.0
021706,2016,369600.0
021707,2016,369600.0
021708,2016,369600.0
021701,2016,697681.0
021709,2016,369600.0
021710,2016,369600.0
021802,2016,865699.0
021803,2016,1065716.0
021801,2016,6707838.0
021804,2016,836645.0
021805,2016,964102.0
021806,2016,1283363.0
021809,2016,7720073.0
021807,2016,646686.0
021808,2016,1423523.0
021902,2016,533390.0
021903,2016,369600.0
021904,2016,678897.0
021905,2016,369600.0
021906,2016,886715.0
021907,2016,662934.0
021908,2016,651252.0
021909,2016,1496117.0
021910,2016,442210.0
021901,2016,1697382.0
022002,2016,588157.0
022003,2016,1233219.0
022004,2016,410551.0
022005,2016,2646003.0
022006,2016,575570.0
022007,2016,589646.0
022008,2016,1442975.0
022001,2016,2740457.0
030101,2016,4397363.0
030103,2016,817563.0
030104,2016,3610399.0
030102,2016,369600.0
030105,2016,1208120.0
030106,2016,1305081.0
030107,2016,1034235.0
030108,2016,894179.0
030109,2016,1443190.0
030201,2016,7625610.0
030202,2016,1403434.0
030203,2016,376025.0
030204,2016,1331083.0
030205,2016,1077584.0
030206,2016,369600.0
030219,2016,624895.0
030207,2016,1968977.0
030208,2016,1126577.0
030209,2016,2044558.0
030210,2016,877799.0
030211,2016,369600.0
030212,2016,754683.0
030213,2016,4431338.0
030214,2016,548374.0
030215,2016,1688352.0
030216,2016,2903398.0
030217,2016,737397.0
030218,2016,893372.0
030220,2016,929141.0
030301,2016,818856.0
030302,2016,369600.0
030303,2016,378814.0
030304,2016,454465.0
030305,2016,803974.0
030306,2016,369600.0
030307,2016,389346.0
030402,2016,369600.0
030403,2016,369600.0
030405,2016,369600.0
030406,2016,1326441.0
030401,2016,1834185.0
030404,2016,448828.0
030407,2016,369600.0
030408,2016,369600.0
030409,2016,500772.0
030410,2016,369600.0
030411,2016,369600.0
030412,2016,369600.0
030413,2016,369600.0
030414,2016,561066.0
030415,2016,740944.0
030416,2016,447492.0
030417,2016,369600.0
030502,2016,1247968.0
030503,2016,2393198.0
030506,2016,2623615.0
030504,2016,2881378.0
030505,2016,1956177.0
030501,2016,3597142.0
030602,2016,2034229.0
030603,2016,740769.0
030601,2016,3383897.0
030604,2016,2463531.0
030605,2016,1991412.0
030606,2016,2295542.0
030608,2016,1256220.0
030607,2016,979428.0
030714,2016,422493.0
030702,2016,640199.0
030701,2016,1639164.0
030703,2016,1070664.0
030704,2016,435611.0
030705,2016,369600.0
030706,2016,413274.0
030707,2016,369600.0
030708,2016,823769.0
030709,2016,369600.0
030710,2016,369600.0
030711,2016,369600.0
030712,2016,369600.0
030713,2016,369600.0
040102,2016,3915764.0
040101,2016,13483837.0
040103,2016,4391823.0
040104,2016,6958934.0
040105,2016,691943.0
040106,2016,514162.0
040107,2016,2380680.0
040129,2016,3704516.0
040108,2016,2133706.0
040109,2016,2590911.0
040110,2016,2536099.0
040111,2016,369600.0
040112,2016,6063475.0
040113,2016,369600.0
040114,2016,387565.0
040115,2016,369600.0
040116,2016,416519.0
040117,2016,1086396.0
040118,2016,369600.0
040119,2016,1022895.0
040120,2016,369600.0
040121,2016,550534.0
040122,2016,3743552.0
040123,2016,893182.0
040124,2016,895689.0
040125,2016,736561.0
040126,2016,1345252.0
040127,2016,417705.0
040128,2016,1928055.0
040201,2016,1855370.0
040202,2016,493276.0
040203,2016,1276916.0
040204,2016,786237.0
040205,2016,755842.0
040206,2016,744495.0
040207,2016,369600.0
040208,2016,1572699.0
040302,2016,456885.0
040303,2016,659813.0
040304,2016,369600.0
040305,2016,1222647.0
040306,2016,369600.0
040301,2016,1767086.0
040307,2016,820949.0
040308,2016,972561.0
040309,2016,742369.0
040310,2016,369600.0
040311,2016,369600.0
040312,2016,441219.0
040313,2016,369600.0
040402,2016,369600.0
040401,2016,1456354.0
040403,2016,369600.0
040404,2016,369600.0
040405,2016,369600.0
040406,2016,369600.0
040407,2016,369600.0
040408,2016,369600.0
040409,2016,1086393.0
040410,2016,404217.0
040411,2016,369600.0
040412,2016,369600.0
040413,2016,1110757.0
040414,2016,369600.0
040502,2016,369600.0
040503,2016,427315.0
040504,2016,568440.0
040505,2016,733771.0
040506,2016,369600.0
040501,2016,4507983.0
040507,2016,369600.0
040508,2016,388217.0
040509,2016,369600.0
040510,2016,369600.0
040511,2016,428323.0
040512,2016,369600.0
040513,2016,369600.0
040520,2016,10393663.0
040514,2016,491817.0
040515,2016,369600.0
040516,2016,369600.0
040517,2016,485052.0
040518,2016,369600.0
040519,2016,460611.0
040602,2016,369600.0
040603,2016,752580.0
040604,2016,369600.0
040601,2016,971851.0
040605,2016,369600.0
040606,2016,450605.0
040607,2016,369600.0
040608,2016,1297395.0
040702,2016,816262.0
040703,2016,560134.0
040704,2016,527131.0
040705,2016,369600.0
040701,2016,1054291.0
040706,2016,527993.0
040802,2016,369600.0
040801,2016,820714.0
040803,2016,369600.0
040804,2016,500031.0
040805,2016,369600.0
040806,2016,661072.0
040807,2016,369600.0
040808,2016,369600.0
040809,2016,369600.0
040810,2016,369600.0
040811,2016,369600.0
050201,2016,2094889.0
050202,2016,1780135.0
050203,2016,1877898.0
050204,2016,767158.0
050205,2016,1330778.0
050206,2016,919117.0
050102,2016,2187678.0
050103,2016,1285849.0
050101,2016,8869677.0
050104,2016,2147548.0
050105,2016,1523494.0
050115,2016,1870549.0
050106,2016,1368413.0
050107,2016,708444.0
050108,2016,1153314.0
050109,2016,636109.0
050110,2016,4637318.0
050111,2016,488021.0
050112,2016,1479177.0
050113,2016,1208676.0
050114,2016,3521791.0
050116,2016,2049737.0
050302,2016,538519.0
050303,2016,466969.0
050301,2016,623436.0
050304,2016,719644.0
050402,2016,1455022.0
050403,2016,1275970.0
050401,2016,5766633.0
050404,2016,933261.0
050405,2016,1277104.0
050408,2016,2329860.0
050406,2016,1966965.0
050407,2016,3258093.0
050409,2016,748929.0
050410,2016,1396278.0
050411,2016,2136733.0
050502,2016,3234397.0
050503,2016,2294667.0
050504,2016,1108266.0
050505,2016,2453747.0
050506,2016,518647.0
050501,2016,5903198.0
050507,2016,2592667.0
050508,2016,4587640.0
050509,2016,1953191.0
050510,2016,1872459.0
050602,2016,838772.0
050603,2016,611442.0
050604,2016,590343.0
050605,2016,378618.0
050606,2016,728666.0
050607,2016,624763.0
050608,2016,384143.0
050609,2016,385347.0
050611,2016,776462.0
050610,2016,369600.0
050612,2016,654002.0
050613,2016,659530.0
050601,2016,3182817.0
050614,2016,369600.0
050615,2016,410493.0
050616,2016,369600.0
050617,2016,603112.0
050618,2016,376114.0
050619,2016,1604242.0
050620,2016,369600.0
050621,2016,369600.0
050701,2016,1419644.0
050703,2016,456643.0
050702,2016,440830.0
050704,2016,550035.0
050705,2016,791764.0
050706,2016,498410.0
050707,2016,369600.0
050708,2016,609000.0
050802,2016,369600.0
050803,2016,369600.0
050804,2016,369600.0
050805,2016,369600.0
050806,2016,369600.0
050807,2016,369600.0
050801,2016,428032.0
050808,2016,369600.0
050809,2016,369600.0
050810,2016,369600.0
050902,2016,369600.0
050903,2016,369600.0
050904,2016,369600.0
050905,2016,369600.0
050906,2016,369600.0
050907,2016,369600.0
050901,2016,582259.0
050908,2016,369600.0
050909,2016,376629.0
050910,2016,369600.0
050911,2016,369600.0
051002,2016,418669.0
051003,2016,369600.0
051004,2016,369600.0
