ubigeo,anio,foncomun_soles
080408,2015,3225291.0
080502,2015,1746723.0
080503,2015,1465136.0
080504,2015,768519.0
080505,2015,1713676.0
080506,2015,515297.0
080507,2015,1008524.0
080508,2015,804450.0
080501,2015,2628503.0
080603,2015,1073051.0
080602,2015,1114486.0
080604,2015,2762109.0
080605,2015,1643543.0
080606,2015,1296620.0
080607,2015,633354.0
080601,2015,5080006.0
080608,2015,1206956.0
080102,2015,1165162.0
080101,2015,8995321.0
080103,2015,1413526.0
080104,2015,3877010.0
080105,2015,8235109.0
080106,2015,6488574.0
080107,2015,1118188.0
080108,2015,4527013.0
080702,2015,1499614.0
080704,2015,2467431.0
080703,2015,2604489.0
080705,2015,3770949.0
080706,2015,2038056.0
080707,2015,1470316.0
080701,2015,5719456.0
080708,2015,2357945.0
080808,2015,992268.0
080802,2015,543956.0
080803,2015,4827503.0
080801,2015,3997342.0
080804,2015,649539.0
080805,2015,1521030.0
080806,2015,1076427.0
080807,2015,937471.0
080902,2015,12012507.0
080903,2015,1302687.0
080907,2015,3992604.0
080904,2015,1770239.0
080905,2015,1966961.0
080910,2015,4287237.0
080906,2015,4602448.0
080901,2015,11095897.0
080908,2015,1860688.0
080909,2015,3956661.0
080911,2015,1611144.0
080912,2015,629087.0
081002,2015,849428.0
081003,2015,964564.0
081004,2015,369600.0
081005,2015,1296895.0
081006,2015,1629178.0
081007,2015,633502.0
081001,2015,1770144.0
081008,2015,369600.0
081009,2015,621093.0
081102,2015,747173.0
081104,2015,2671342.0
081103,2015,2782855.0
081105,2015,1810124.0
081106,2015,1655291.0
081101,2015,3205832.0
081202,2015,951274.0
081203,2015,837201.0
081204,2015,769563.0
081205,2015,3624627.0
081206,2015,1018432.0
081207,2015,881338.0
081208,2015,671442.0
081209,2015,1207247.0
081210,2015,3162055.0
081211,2015,982535.0
081212,2015,2283917.0
081201,2015,4555320.0
081302,2015,1488065.0
081303,2015,877112.0
081304,2015,967369.0
081305,2015,1071412.0
081306,2015,1828248.0
081301,2015,2262767.0
081307,2015,430925.0
090201,2015,4544395.0
090202,2015,1392130.0
090203,2015,2378996.0
090204,2015,854437.0
090205,2015,797424.0
090206,2015,7518985.0
090207,2015,1007754.0
090208,2015,1809634.0
090302,2015,1703333.0
090303,2015,369600.0
090304,2015,690949.0
090306,2015,1044089.0
090305,2015,864448.0
090307,2015,452655.0
090308,2015,404120.0
090309,2015,411617.0
090301,2015,3474116.0
090310,2015,1580817.0
090311,2015,651072.0
090312,2015,895259.0
090402,2015,412155.0
090403,2015,576639.0
090404,2015,421148.0
090401,2015,1254535.0
090406,2015,369600.0
090405,2015,369600.0
090407,2015,391377.0
090408,2015,369600.0
090409,2015,472350.0
090410,2015,369600.0
090411,2015,512970.0
090412,2015,369600.0
090413,2015,369600.0
090502,2015,1641366.0
090503,2015,914614.0
090501,2015,2759487.0
090504,2015,807062.0
090505,2015,414681.0
090506,2015,1012468.0
090510,2015,811528.0
090507,2015,1741099.0
090508,2015,369600.0
090509,2015,883946.0
090511,2015,1117839.0
090102,2015,1359571.0
090103,2015,7626757.0
090118,2015,1723616.0
090104,2015,381348.0
090105,2015,576392.0
090106,2015,709151.0
090101,2015,8015382.0
090107,2015,369600.0
090108,2015,369600.0
090109,2015,423308.0
090110,2015,600187.0
090111,2015,369600.0
090112,2015,661954.0
090113,2015,774554.0
090114,2015,801265.0
090115,2015,369600.0
090116,2015,908394.0
090117,2015,6884478.0
090119,2015,1763978.0
090602,2015,369600.0
090603,2015,675917.0
090604,2015,369600.0
090601,2015,1458981.0
090605,2015,369600.0
090606,2015,616435.0
090607,2015,964958.0
090608,2015,369600.0
090609,2015,369600.0
090610,2015,435255.0
090611,2015,369600.0
090612,2015,369600.0
090613,2015,722291.0
090614,2015,369600.0
090615,2015,369600.0
090616,2015,369600.0
090702,2015,1033747.0
090703,2015,1220239.0
090704,2015,1313216.0
090705,2015,3588503.0
090706,2015,2023813.0
090707,2015,1463996.0
090709,2015,1791607.0
090710,2015,439768.0
090701,2015,6354479.0
090711,2015,1633622.0
090713,2015,369600.0
090714,2015,1247815.0
090715,2015,877139.0
090716,2015,813002.0
090717,2015,1306099.0
090718,2015,3047934.0
090719,2015,1012715.0
090720,2015,647695.0
100201,2015,3706799.0
100202,2015,1002430.0
100203,2015,822204.0
100204,2015,1807157.0
100205,2015,2122827.0
100206,2015,925838.0
100207,2015,3197295.0
100208,2015,1029907.0
100307,2015,1490126.0
100301,2015,3279199.0
100311,2015,2508550.0
100313,2015,3089335.0
100316,2015,749086.0
100317,2015,1508406.0
100321,2015,705665.0
100322,2015,729101.0
100323,2015,898020.0
100402,2015,849713.0
100403,2015,907307.0
100401,2015,1361465.0
100404,2015,2018883.0
100502,2015,553204.0
100503,2015,944609.0
100504,2015,1646430.0
100505,2015,1050699.0
100501,2015,4884062.0
100506,2015,886242.0
100507,2015,7056851.0
100508,2015,548697.0
100509,2015,1160595.0
100510,2015,947413.0
100511,2015,1008757.0
100102,2015,9200725.0
100103,2015,6132991.0
100104,2015,6217268.0
100101,2015,12491648.0
100105,2015,1917550.0
100111,2015,3623888.0
100106,2015,1971906.0
100107,2015,1527452.0
100108,2015,2024332.0
100109,2015,4515028.0
100110,2015,895382.0
100112,2015,1598313.0
101002,2015,1892843.0
101001,2015,2790286.0
101003,2015,869723.0
101004,2015,773733.0
101005,2015,2086345.0
101006,2015,708943.0
101007,2015,2976809.0
100602,2015,2287447.0
100603,2015,1373405.0
100604,2015,8043552.0
100605,2015,2500842.0
100606,2015,2552971.0
100601,2015,6501733.0
100702,2015,4054014.0
100701,2015,2362280.0
100703,2015,958026.0
100802,2015,3774324.0
100803,2015,4107690.0
100801,2015,5240812.0
100804,2015,5874012.0
100902,2015,2108608.0
100903,2015,1924629.0
100901,2015,2443381.0
100904,2015,1497978.0
100905,2015,1884867.0
101104,2015,1627015.0
101102,2015,1130845.0
101103,2015,994877.0
101101,2015,2372116.0
101108,2015,1092768.0
101105,2015,593575.0
101106,2015,1570093.0
101107,2015,651972.0
110202,2015,1174074.0
